CONTROL_NUMBER,CARD_PROM_12,CHILDREN,DONOR_AGE,DONOR_GENDER,FILE_CARD_GIFT,FREQUENCY_STATUS_97NK,HOME_OWNER,INCOME_GROUP,LAST_GIFT_AMT,LIFETIME_CARD_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LIFETIME_PROM,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,MONTHS_SINCE_FIRST_GIFT,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_LAST_PROM_RESP,NUMBER_PROM_12,PCT_ATTRIBUTE1,PCT_ATTRIBUTE2,PCT_ATTRIBUTE3,PCT_ATTRIBUTE4,PCT_OWNER_OCCUPIED,PEP_STAR,PER_CAPITA_INCOME,RECENCY_STATUS_96NK,RECENT_AVG_CARD_GIFT_AMT,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_COUNT,RECENT_CARD_RESPONSE_PROP,RECENT_RESPONSE_COUNT,RECENT_RESPONSE_PROP,RECENT_STAR_STATUS,SES,URBANICITY,WEALTH_RATING
146693,5.0,,,M,1.0,1.0,U,1.0,20.0,6.0,20.0,1.0,20.0,20.0,13.0,2832.0,511.0,16.0,16.0,16.0,11.0,0.0,47.0,0.0,94.0,48.0,0.0,35713.0,F,20.0,20.0,1.0,0.5,1.0,0.25,0.0,3,C,
32986,5.0,1.0,68.0,F,19.09167782228159,-1.3652417178849263,H,5.0,15.0,7.0,30.0,2.0,15.0,15.0,17.0,1328.0,605.0,21.0,17.0,17.0,11.0,4.0,33.0,45.0,20.0,94.0,0.0,23664.0,N,15.0,15.0,2.0,0.5,2.0,0.25,0.0,1,S,
10594,4.0,3.0,,M,4.0,1.0,U,,12.0,24.0,135.0,13.0,15.0,3.0,58.0,963.0,412.0,105.0,26.0,26.0,12.0,0.0,27.0,32.0,28.0,78.0,0.0,17852.0,A,12.0,13.0,1.0,0.1,3.0,0.143,0.0,1,T,1.0
144143,4.0,4.0,58.0,F,2.0,1.0,H,4.0,15.0,13.0,25.0,3.0,15.0,5.0,33.0,980.0,283.0,73.0,25.0,25.0,9.0,0.0,33.0,34.0,22.0,74.0,0.0,10288.0,A,0.0,15.0,0.0,0.0,1.0,0.059,0.0,4,U,2.0
182398,5.0,3.0,50.0,M,11.0,,H,2.0,10.0,27.0,184.0,,25.0,3.0,71.0,883.0,391.0,104.0,15.0,15.0,12.0,0.0,46.0,22.0,28.0,84.0,1.0,15228.0,A,11.0,15.33,1.0,0.111,3.0,0.15,6.0,2,,6.0
785,7.0,3.0,52.0,M,3.0,1.0,U,2.0,20.0,19.0,105.0,6.0,25.0,10.0,49.0,613.0,146.0,66.0,5.0,19.0,19.0,0.0,12.0,18.0,15.0,2.0,0.0,13209.0,A,,15.0,0.0,0.0,1.0,0.063,0.0,1,C,13.4468898023008
33383,6.0,0.0,,F,2.0,3.0,H,5.0,7.0,9.0,22.0,3.0,,5.0,22.0,1473.0,611.0,24.0,18.0,18.0,13.0,0.0,37.0,47.0,42.0,92.0,0.0,26812.0,N,7.5,7.33,2.0,0.4,3.0,0.273,0.0,1,T,
35181,6.0,4.0,65.0,M,12.0,,U,,32.0,33.0,334.0,16.0,34.0,2.0,80.0,1395.0,471.0,,18.0,18.0,13.0,0.0,32.0,30.0,16.0,80.0,1.0,28892.0,A,26.0,24.0,2.0,0.182,3.0,0.136,5.0,1,S,8.0
180948,6.0,2.0,80.0,F,11.0,2.0,H,2.0,10.0,26.0,49.5,20.0,10.0,1.0,58.0,604.0,192.0,113.0,17.0,17.0,12.0,0.0,31.0,54.0,29.0,69.0,1.0,8197.0,S,5.0,4.0,3.0,-0.36980473637973116,5.0,0.313,1.0,2,T,0.0
129715,6.0,4.0,37.0,M,2.0,2.0,H,6.0,20.0,13.0,55.0,3.0,25.0,10.0,36.0,1115.0,584.0,40.0,18.0,21.0,14.0,3.0,27.0,,,89.0,0.0,22723.0,A,25.0,25.0,1.0,0.125,1.0,0.056,0.0,1,S,
42501,6.0,4.0,77.0,F,2.0,2.0,H,6.0,15.0,14.0,49.0,5.0,15.0,5.0,35.0,335.0,147.0,40.0,18.0,26.0,12.0,0.0,21.0,29.0,46.0,38.0,1.0,7010.0,A,11.0,9.67,1.0,0.111,3.0,0.15,0.0,3,R,
163412,5.0,0.0,,F,1.0,1.0,H,7.0,20.0,6.0,20.0,1.0,20.0,20.0,12.0,2841.0,426.0,15.0,15.0,15.0,10.0,3.0,11.0,12.0,41.0,45.0,1.0,15278.0,F,20.0,,1.0,0.5,1.0,0.25,,1,U,
147717,6.0,0.0,,U,3.0,3.0,H,6.0,-21.71866388305432,16.0,43.0,7.0,10.0,3.0,37.0,2057.0,272.0,41.0,17.0,17.0,12.0,1.0,16.0,29.0,17.0,49.0,0.0,10733.0,A,8.0,7.25,2.0,0.2,4.0,0.19,0.0,2,S,
177224,5.0,3.0,45.0,M,5.0,1.0,U,1.0,10.0,22.0,108.0,11.0,25.0,5.0,53.0,440.0,161.0,68.0,18.0,18.0,12.0,2.0,31.0,43.0,9.0,32.0,1.0,6637.0,A,0.0,10.0,0.0,-0.36980473637973116,1.0,0.056,18.0,3,C,0.0
191131,6.0,1.0,71.0,M,6.0,3.0,U,6.0,10.0,19.0,92.0,14.0,10.0,,48.0,447.0,217.0,53.0,21.0,21.0,13.0,0.0,22.0,17.0,47.0,85.0,1.0,7808.0,S,9.67,9.0,3.0,0.273,5.0,0.238,1.0,3,R,3.0
146984,5.0,1.0,58.0,M,1.0,1.0,U,1.0,22.0,10.0,32.0,2.0,22.0,10.0,22.0,1472.0,290.0,29.0,18.0,18.0,11.0,0.0,16.0,59.0,20.0,42.0,0.0,9415.0,A,10.0,16.0,1.0,0.167,2.0,0.154,0.0,3,U,
82367,6.0,1.0,67.0,F,4.0,3.0,U,2.0,10.0,12.0,37.0,5.0,10.0,5.0,29.0,685.0,313.0,33.0,18.0,18.0,13.0,0.0,29.0,0.0,10.0,67.0,1.0,13103.0,S,7.33,6.75,3.0,0.375,4.0,0.25,1.0,3,S,
46203,6.0,2.0,60.0,F,3.0,3.0,H,6.0,10.0,10.0,39.0,5.0,10.0,4.0,26.0,2347.0,471.0,28.0,17.0,17.0,14.0,0.0,31.0,39.0,13.0,57.0,1.0,30302.0,A,8.33,8.75,3.0,0.5,4.0,0.308,0.0,1,U,
69861,6.0,2.0,79.0,F,6.0,4.0,H,2.0,16.0,19.0,134.0,10.0,16.0,,47.0,462.0,165.0,53.0,17.0,17.0,14.0,0.0,,23.0,19.0,39.0,1.0,9808.0,S,14.25,14.57,4.0,0.364,7.0,,1.0,3,T,2.0
114438,6.0,0.0,,M,2.0,1.0,H,3.0,20.0,15.0,46.0,,20.0,5.0,35.0,498.0,284.0,44.0,17.0,29.274163112752767,12.0,0.0,18.0,19.0,44.0,64.0,0.0,9667.0,A,0.0,15.0,0.0,0.0,2.0,0.1,0.0,2,T,6.0
117495,4.0,3.0,36.0,F,1.0,1.0,H,6.0,21.0,9.0,36.0,,21.0,15.0,23.0,2442.0,641.0,31.0,22.0,22.0,10.0,0.0,25.0,47.0,17.0,56.0,0.0,38212.0,A,21.0,18.0,1.0,,2.0,0.143,-7.80641563113009,1,U,
985,6.0,1.0,82.0,F,5.0,2.0,H,5.0,15.0,23.0,110.0,10.0,15.0,5.0,62.0,1001.0,584.0,88.0,18.0,24.0,15.0,1.0,30.0,29.0,25.0,98.0,1.0,18826.0,S,12.5,13.33,2.0,0.182,3.0,0.15,1.0,1,S,9.0
111673,6.0,2.0,61.0,F,3.0,3.0,H,2.0,15.0,15.0,72.0,7.0,20.0,5.0,40.0,400.0,214.0,53.0,17.0,18.0,14.0,0.0,31.0,22.0,30.0,56.0,,9044.0,A,,11.75,2.0,0.25,4.0,0.222,0.0,3,C,
170701,6.0,2.0,51.0,M,3.0,1.0,U,,40.0,17.0,,3.0,40.0,5.0,47.0,2277.0,375.0,57.0,16.0,16.0,13.0,0.0,21.0,9.0,60.0,50.0,0.0,20217.0,A,40.0,40.0,1.0,0.111,1.0,0.053,0.0,1,C,1.0
140492,5.0,2.0,,M,12.0,1.0,,5.0,20.0,31.0,249.0,21.0,20.0,5.0,76.0,3956.50449229919,397.0,126.0,26.0,26.0,10.0,0.0,36.0,34.0,30.0,90.0,1.0,15502.0,A,0.0,20.0,0.0,0.0,1.0,0.048,12.0,1,T,8.0
104214,5.0,4.0,66.0,M,19.0,1.0,H,6.0,11.0,30.0,,36.0,14.0,3.0,82.0,618.0,251.0,127.0,16.0,16.0,13.0,0.0,31.0,21.0,,74.0,1.0,15782.0,A,10.0,10.0,2.0,0.25,2.0,0.111,10.0,2,C,6.0
97334,4.0,0.0,66.0,F,16.0,3.0,H,2.0,3.0,28.0,260.0,34.0,18.0,3.0,71.0,557.0,360.0,126.0,17.0,19.0,9.0,0.0,36.0,26.0,33.0,87.0,1.0,,S,11.5,12.0,2.0,,4.0,0.235,1.0,2,,4.0
190408,2.0,4.0,66.0,U,6.0,2.0,U,,10.0,17.0,66.0,10.0,12.0,3.0,36.0,713.0,255.0,110.0,19.0,19.0,4.0,0.0,45.0,17.0,66.0,90.0,1.0,13727.0,E,,8.33,2.0,0.5,3.0,0.375,0.0,2,C,3.0
177694,6.0,3.0,52.0,M,3.0,1.0,H,,30.0,23.0,121.0,6.0,30.0,10.0,59.0,641.0,342.0,79.0,25.0,25.0,13.0,1.0,51.0,30.0,36.0,79.0,0.0,14135.0,A,25.0,27.5,1.0,0.091,-3.222147520992378,0.095,0.0,1,T,5.0
26946,4.0,3.0,27.0,F,1.0,1.0,H,5.0,23.0,6.0,23.0,1.0,23.0,23.0,15.0,1672.0,722.0,20.0,20.0,20.0,26.833062189051,0.0,0.0,0.0,0.0,99.0,0.0,29286.0,F,23.0,23.0,1.0,0.333,1.0,0.143,0.0,?,?,
3319,7.0,0.0,,F,5.0,2.0,U,5.0,10.0,25.0,136.0,10.0,20.0,10.0,83.0,2808.0,552.0,93.0,15.0,20.0,31.0,0.0,27.0,36.0,32.0,89.0,1.0,21502.0,A,0.0,19.0,0.0,0.0,2.0,0.095,0.0,1,S,7.0
51782,6.0,1.0,55.0,M,-10.100340701217684,2.0,H,5.0,20.0,8.0,30.0,2.0,20.0,10.0,19.0,541.0,267.0,21.0,16.0,16.0,14.0,0.0,36.0,32.0,27.0,82.0,0.0,10971.0,N,15.0,15.0,2.0,0.5,2.0,0.25,0.0,2,R,
87184,6.0,4.0,79.0,F,11.0,2.0,U,2.0,10.0,31.0,112.0,14.0,15.0,2.0,72.0,400.0,129.0,114.0,16.0,16.0,14.0,0.0,32.0,25.0,51.0,33.0,1.0,9892.0,S,7.5,7.5,2.0,0.222,2.0,0.1,1.0,2,T,4.0
116986,6.0,3.0,,M,3.0,2.0,H,5.0,17.0,,63.0,5.0,17.0,5.0,39.0,588.0,245.0,57.0,19.0,19.0,12.0,0.0,47.0,18.0,31.0,23.0,0.0,18162.0,A,15.0,15.67,2.0,,3.0,0.167,0.0,1,U,9.0
79968,6.0,2.0,67.0,F,3.0,3.0,U,1.0,9.0,11.0,24.0,3.0,10.0,5.0,23.0,625.0,232.0,26.0,21.0,21.0,13.0,0.0,26.0,29.0,39.0,78.0,,12147.0,N,8.0,8.0,3.0,0.429,3.0,0.25,0.0,2,R,
16360,6.0,4.0,79.0,M,1.0,3.0,U,2.0,12.0,7.0,28.0,3.0,12.0,6.0,19.0,546.0,168.0,20.0,17.0,17.0,13.0,0.0,24.0,14.0,48.0,33.0,0.0,9171.0,N,-22.18824197171306,11.0,1.0,0.333,2.0,0.286,0.0,3,C,
188343,8.0,4.0,,F,12.0,2.0,U,7.0,10.0,33.0,423.149923173827,16.0,12.0,3.0,81.0,565.0,,126.0,6.0,17.0,21.0,0.0,35.0,15.0,,59.0,1.0,13218.0,S,11.0,11.0,2.0,0.2,4.0,0.19,1.0,?,?,3.0
111233,4.0,4.0,,F,1.0,1.0,U,1.0,20.0,5.0,20.0,1.0,20.0,20.0,14.0,636.0,334.0,17.0,17.0,17.0,11.0,0.0,35.0,37.0,40.0,73.0,0.0,14523.0,F,20.0,20.0,1.0,0.5,1.0,0.2,0.0,3,R,
137846,5.0,0.0,73.0,F,3.0,1.0,H,3.0,20.0,16.0,83.0,7.0,20.0,5.0,40.0,2249.0,518.0,48.0,26.0,26.0,11.0,1.0,36.0,37.0,,90.0,0.0,18093.0,A,15.5,17.0,2.0,0.182,3.0,0.143,0.0,2,S,3.0
73238,6.0,0.0,33.0,,2.0,2.0,H,5.0,20.0,16.0,72.0,5.0,20.0,10.0,47.0,1348.0,662.0,69.0,17.0,17.0,13.0,0.0,21.0,27.0,28.0,94.0,0.0,30766.0,A,20.0,18.0,1.0,0.143,2.0,0.111,0.0,1,T,9.0
101602,6.0,0.0,58.0,F,17.0,2.0,H,5.0,10.0,30.0,222.0,25.0,12.0,5.0,75.0,407.0,192.0,125.0,16.0,,14.0,0.0,35.0,37.0,33.0,81.0,1.0,10118.0,S,10.0,10.0,3.0,0.3,4.0,0.211,1.0,2,R,2.0
186153,10.0,4.0,,F,11.0,1.0,U,,10.0,42.0,273.0,29.0,30.0,5.0,123.0,371.0,242.0,128.0,6.0,15.0,38.0,1.0,34.0,19.0,48.0,62.0,1.0,9371.0,A,9.0,9.6,1.0,0.125,5.0,0.278,0.0,3,C,
137925,4.0,2.0,82.0,F,1.0,1.0,U,1.0,-21.71866388305432,13.0,127.0,6.0,50.0,5.0,36.0,713.0,120.0,75.0,19.0,19.0,8.0,0.0,0.0,0.0,0.0,28.0,0.0,9533.0,A,0.0,50.0,0.0,0.0,1.0,0.1,0.0,2,C,0.0
175708,6.0,2.0,55.0,M,1.0,1.0,H,5.0,25.0,11.0,50.0,2.0,25.0,25.0,25.0,532.0,436.0,32.0,18.0,18.0,13.0,0.0,65.0,24.0,38.0,79.0,0.0,12734.0,A,25.0,25.0,1.0,0.143,2.0,0.133,0.0,2,S,
2809,9.0,2.0,29.0,F,11.0,,H,7.0,10.0,29.0,136.0,13.0,17.0,3.0,69.0,1219.0,451.0,130.0,17.0,17.0,22.0,0.0,43.0,34.0,48.0,79.0,1.0,25551.0,A,13.5,13.5,2.0,0.5,2.0,0.2,0.0,1,C,
77120,4.0,4.0,86.0,F,2.0,1.0,U,1.0,20.0,9.0,30.0,2.0,20.0,10.0,21.0,1057.0,,28.0,24.0,24.0,9.0,1.0,31.0,19.0,43.0,85.0,0.0,18720.0,A,15.0,15.0,2.0,0.333,2.0,0.154,0.0,2,S,
36595,4.0,0.0,64.0,M,0.0,1.0,U,,20.0,8.0,30.0,,-33.486286143665865,10.0,21.0,826.0,278.0,32.0,17.0,17.0,9.0,0.0,23.0,32.0,27.0,72.0,0.0,10949.0,A,0.0,15.0,0.0,0.0,2.0,0.167,0.0,1,S,
128121,7.0,0.0,,F,1.0,4.0,U,6.0,10.0,11.0,45.0,5.0,10.0,5.0,25.0,655.0,406.0,31.0,15.0,15.0,13.0,0.0,41.0,19.0,39.0,83.0,1.0,16426.0,A,10.0,10.0,1.0,0.167,4.0,0.286,0.0,1,S,
2168,11.0,2.0,45.0,F,6.0,3.0,U,3.0,12.0,23.0,101.0,11.0,12.0,5.0,55.0,1566.0,538.0,45.0,18.0,18.0,24.0,0.0,23.0,50.0,26.0,85.0,1.0,20755.0,A,10.25,10.57,4.0,0.364,7.0,,0.0,1,S,8.0
99209,4.0,0.0,27.0,F,12.0,3.0,H,2.0,3.0,24.0,49.0,19.0,5.0,1.0,59.0,517.0,303.0,,19.0,21.0,9.0,0.0,43.0,35.0,48.0,77.0,1.0,15032.0,S,5.0,4.0,1.0,0.2,2.0,0.143,1.0,2,C,
152075,6.0,0.0,31.0,M,1.0,1.0,H,4.0,50.0,20.0,96.0,5.0,50.0,5.0,46.0,1388.0,232.0,75.0,18.0,18.0,13.0,7.0,31.0,31.0,19.0,18.0,0.0,10046.0,A,0.0,50.0,0.0,0.0,1.0,,0.0,3,S,1.0
25963,4.0,1.0,82.0,F,1.0,1.0,U,6.0,15.0,12.0,35.0,3.0,,10.0,31.0,1805.0,726.0,44.0,18.0,18.0,10.0,0.0,34.0,60.0,0.0,93.0,0.0,24890.0,A,0.0,15.0,0.0,0.0,1.0,0.059,0.0,1,T,13.4468898023008
34743,5.0,3.0,59.0,F,1.0,1.0,,2.0,23.0,6.0,23.0,1.0,23.0,23.0,14.0,882.0,257.0,16.0,16.0,16.0,12.0,0.0,43.0,39.0,68.0,84.0,0.0,14023.0,F,23.0,23.0,1.0,0.5,1.0,0.2,0.0,,T,
184537,4.0,0.0,35.0,F,2.0,1.0,U,4.0,20.0,8.0,30.0,3.0,20.0,5.0,19.0,1144.0,425.0,35.0,24.0,24.0,7.0,6.0,41.0,16.0,68.0,47.0,0.0,26010.0,A,12.5,,2.0,0.333,2.0,0.167,0.0,1,C,
22050,4.0,3.0,25.0,F,1.0,1.0,H,7.0,20.0,8.0,30.0,2.0,20.0,10.0,23.0,454.0,229.0,31.0,22.0,22.0,10.0,0.0,33.0,-17.206738511370716,37.0,80.0,0.0,9660.0,A,20.0,20.0,1.0,0.2,1.0,0.077,0.0,2,R,
8272,7.0,1.0,75.0,F,23.0,1.0,H,4.0,39.0,34.0,2200.0,82.0,100.0,3.0,95.0,448.0,233.0,260.0,6.0,24.0,18.0,1.0,31.0,31.0,22.0,69.0,1.0,10379.0,A,46.5,46.5,4.0,0.364,4.0,0.211,4.0,2,R,3.0
112167,4.0,1.0,,F,0.0,1.0,U,,20.0,5.0,20.0,1.0,20.0,20.0,12.0,317.0,145.0,18.0,18.0,18.0,10.0,0.0,36.0,23.0,51.0,88.0,0.0,7782.0,F,0.0,20.0,0.0,0.0,1.0,0.2,0.0,3,R,
117726,6.0,4.0,,F,4.0,3.0,U,1.0,10.0,13.0,52.0,6.0,11.0,5.0,29.0,385.0,185.0,33.0,23.0,23.0,12.0,0.0,28.0,31.0,45.0,81.0,1.0,11857.0,A,9.0,9.2,4.0,0.444,5.0,0.278,0.0,3,R,
144252,6.0,3.0,63.0,F,2.0,2.0,H,4.0,20.0,10.0,40.0,3.0,20.0,5.0,23.0,3041.0,476.0,,17.0,17.0,13.0,0.0,28.0,20.0,46.0,78.0,0.0,28619.0,A,12.5,13.33,2.0,0.333,3.0,0.25,0.0,1,U,
186684,6.0,0.0,,F,9.0,,U,,-21.71866388305432,28.0,246.0,19.0,20.0,5.0,79.0,2017.0,274.0,104.0,8.0,19.0,18.0,0.0,14.0,8.0,39.0,10.0,1.0,13196.0,A,0.0,12.0,0.0,0.0,1.0,0.05,,2,U,2.0
156174,6.0,2.0,71.0,M,5.0,4.0,H,3.0,10.0,17.0,85.0,9.0,10.0,5.0,40.0,899.0,479.0,45.0,16.0,16.0,14.0,0.0,48.0,19.0,59.0,87.0,1.0,15544.0,A,10.0,10.0,4.0,0.364,6.0,0.316,0.0,2,C,3.0
71794,6.0,3.0,31.0,F,2.0,4.0,U,5.0,25.0,11.0,120.0,5.0,25.0,20.0,25.0,789.0,498.0,29.0,18.0,18.0,13.0,1.0,33.0,74.95513968419031,36.0,96.0,1.0,18520.0,A,22.5,23.75,2.0,0.286,4.0,0.286,0.0,2,C,
18222,4.0,2.0,,F,7.0,1.0,U,1.0,13.0,22.0,310.0,24.0,22.0,7.5,63.0,515.0,253.0,88.0,26.0,26.0,9.0,1.0,35.0,36.0,33.0,86.0,1.0,10936.0,A,0.0,13.0,0.0,0.0,1.0,0.532177770043206,11.0,2,T,4.0
187447,2.0,0.0,,F,1.0,1.0,U,,15.0,5.0,28.0,2.0,15.0,13.0,10.0,626.0,245.0,27.0,15.0,15.0,6.0,0.0,64.86817019980238,0.0,0.0,62.0,0.0,13271.0,E,13.0,14.0,1.0,0.333,2.0,0.4,0.0,3,C,
146580,5.0,3.0,41.0,M,12.0,,H,3.0,5.0,31.0,,22.0,7.0,5.0,74.0,1483.0,327.0,124.0,15.0,15.0,12.0,0.0,13.0,37.0,29.0,61.0,1.0,9046.0,S,5.0,5.5,2.0,0.2,4.0,0.19,8.58948326848196,3,U,4.0
79118,5.0,2.0,73.0,M,2.0,1.0,H,2.0,15.0,16.0,60.0,5.0,15.0,10.0,44.0,280.0,142.0,69.0,18.0,18.0,11.0,0.0,22.0,33.0,15.0,18.0,0.0,7342.0,A,0.0,15.0,0.0,,1.0,0.063,0.0,3,C,0.0
32224,5.0,2.0,79.0,F,15.0,2.0,H,2.0,3.0,30.0,212.0,28.0,12.0,3.0,78.0,730.0,247.0,126.0,15.0,17.0,12.0,0.0,42.0,26.0,53.0,70.0,1.0,15385.0,S,43.6054225782571,11.0,2.0,0.25,2.0,0.111,1.0,2,C,4.0
36170,4.0,4.0,69.0,F,2.0,3.0,H,5.0,4.0,10.0,24.0,4.0,10.0,4.0,29.0,1569.0,553.0,40.0,18.0,21.0,10.0,2.0,56.0,38.0,52.0,80.0,0.0,,A,10.0,7.5,1.0,0.167,2.0,0.125,0.0,1,C,
121640,4.0,3.0,33.0,F,1.0,1.0,H,5.0,20.0,5.0,20.0,1.0,20.0,20.0,13.0,1205.0,645.0,17.0,17.0,17.0,10.0,2.0,18.0,51.0,9.0,96.0,,22842.0,F,20.0,20.0,1.0,0.5,1.0,0.2,0.0,1,C,
90013,6.0,1.0,57.0,F,2.0,2.0,H,7.0,50.0,10.0,100.0,2.0,,50.0,24.0,,,25.0,16.0,16.0,14.0,0.0,28.0,6.0,60.0,96.0,0.0,24160.0,N,50.0,50.0,2.0,0.333,2.0,0.154,0.0,1,S,
50695,3.0,1.0,,F,10.0,1.0,U,5.0,10.0,28.0,100.0,17.0,10.0,3.0,69.0,601.0,362.0,126.0,20.0,20.0,10.0,2.0,33.0,52.0,17.0,84.0,1.0,14467.0,A,0.0,10.0,0.0,0.0,1.0,0.059,0.0,2,R,7.0
127170,6.0,2.0,50.0,M,8.0,2.0,H,5.0,14.0,24.0,184.0,18.0,14.0,3.0,56.0,1139.0,392.0,75.0,18.0,18.0,13.0,0.0,25.0,66.0,11.0,63.0,1.0,21420.0,S,11.0,11.75,3.0,0.273,4.0,0.2,1.0,1,T,8.0
58178,6.0,0.0,52.0,F,8.0,4.0,H,1.0,8.0,17.0,59.0,10.0,-33.486286143665865,3.0,38.0,341.0,159.0,44.0,20.0,20.0,12.0,0.0,24.0,31.0,28.0,76.0,1.0,7542.0,S,7.0,6.86,6.0,0.545,7.0,0.333,1.0,2,R,-3.7518354137424197
62629,6.0,0.0,63.0,M,6.0,3.0,U,5.0,10.0,28.0,110.0,12.0,14.0,5.0,66.0,589.0,220.0,113.0,19.0,19.0,13.0,0.0,34.0,42.0,15.0,67.0,0.0,12261.0,A,9.5,9.75,2.0,0.2,4.0,0.211,0.0,2,T,3.0
151766,4.0,4.0,71.0,F,6.0,4.0,H,2.0,3.0,14.0,,12.0,5.0,3.0,34.0,1663.0,270.0,64.0,16.0,16.0,9.0,1.0,41.0,37.0,43.0,51.0,,18042.0,A,4.0,4.0,4.0,0.667,6.0,0.462,0.0,2,S,5.0
13133,6.0,2.0,73.0,F,8.0,2.0,H,4.0,26.0,22.0,213.0,15.0,26.0,5.0,91.0,3222.0,-190.64225672733522,77.0,20.0,20.0,35.0,0.0,50.0,34.0,28.0,94.0,1.0,34728.0,S,23.5,23.5,2.0,0.222,2.0,0.1,1.0,1,S,3.0
18953,6.0,4.0,54.0,F,11.0,2.0,H,7.0,11.0,27.0,110.0,15.0,12.0,3.0,66.0,1093.0,580.0,113.0,17.0,17.0,13.0,0.0,29.0,46.0,33.0,96.0,1.0,20815.0,S,11.33,10.0,3.0,0.333,-3.222147520992378,0.316,1.0,1,S,9.0
3608,8.0,2.0,,M,9.0,2.0,U,2.0,30.0,34.0,477.0,24.0,30.0,3.0,96.0,694.0,205.0,126.0,6.0,19.0,30.0,0.0,10.0,48.0,0.0,3.0,1.0,15860.0,A,28.5,28.0,2.0,0.182,3.0,0.143,0.0,2,U,4.0
175811,4.0,1.0,,F,4.0,1.0,H,6.0,18.0,27.0,84.0,7.0,18.0,5.0,59.0,948.0,,107.0,26.0,26.0,9.0,0.0,50.0,17.0,72.0,92.0,0.0,19757.0,A,16.0,17.0,1.0,0.125,2.0,0.118,0.0,2,C,8.0
83891,6.0,1.0,84.0,M,0.0,3.0,U,2.0,18.0,15.0,65.0,5.0,18.0,10.0,42.0,1156.0,546.0,56.0,16.0,16.0,13.0,0.0,27.0,,28.0,79.0,0.0,22964.0,A,0.0,13.75,0.0,0.0,4.0,0.235,0.0,2,S,6.0
38788,6.0,0.0,51.0,F,3.0,1.0,,,20.0,12.0,34.0,3.0,20.0,5.0,30.0,2629.0,335.0,36.0,21.0,21.0,12.0,0.0,40.0,17.0,56.0,70.0,0.0,33849.0,A,11.33,11.33,3.0,0.375,3.0,0.167,0.0,1,C,
134516,6.0,1.0,45.0,M,1.0,1.0,U,,25.0,15.0,53.0,4.0,25.0,5.0,39.0,639.0,384.0,56.0,18.0,18.0,13.0,2.0,21.0,50.0,0.0,89.0,0.0,9570.0,A,0.0,18.5,0.0,0.0,2.0,0.105,0.0,2,U,-3.7518354137424197
180428,6.0,4.0,49.0,M,3.0,1.0,H,6.0,20.0,24.0,90.0,5.0,25.0,13.0,53.0,1390.0,426.0,105.0,18.0,18.0,13.0,0.0,37.0,34.0,27.0,88.0,0.0,15022.0,A,0.0,18.5,0.0,0.0,2.0,0.111,0.0,2,T,7.0
140723,5.0,0.0,77.0,M,3.0,1.0,U,3.0,28.0,17.0,53.0,3.0,28.0,10.0,39.0,729.0,402.0,52.0,26.0,26.0,10.0,0.0,51.0,27.0,61.0,47.0,0.0,18754.0,A,28.0,28.0,1.0,0.111,1.0,0.053,0.0,1,C,7.0
72437,6.0,4.0,67.0,F,4.0,4.0,U,1.0,10.0,11.0,99.0,9.0,21.0,3.0,30.0,224.0,137.0,31.0,18.0,18.0,14.0,0.0,38.0,26.0,46.0,44.0,0.0,5839.0,A,15.0,12.86,4.0,0.571,7.0,0.5,0.0,3,R,
12236,5.0,4.0,77.0,M,19.09167782228159,5.283868851890694,H,5.0,5.0,12.0,52.0,10.0,,5.0,53.0,784.0,104.0,45.0,15.0,16.0,24.0,0.0,16.0,21.0,48.0,20.0,1.0,7367.0,A,5.5,5.33,4.0,0.571,6.0,0.429,-7.80641563113009,3,C,0.0
154172,6.0,2.0,81.0,F,4.0,4.0,U,1.0,10.0,10.0,41.0,5.0,11.0,5.0,26.0,909.0,245.0,29.0,15.0,15.0,13.0,0.0,21.0,28.0,41.0,22.0,1.0,9487.0,A,9.0,45.94938558210868,4.0,0.667,4.0,,0.0,3,C,
152133,6.0,0.0,,F,2.0,2.0,U,,25.0,11.0,65.0,3.0,25.0,20.0,33.0,1185.0,354.0,32.0,16.0,16.0,17.0,6.0,32.0,76.0,11.0,74.0,0.0,11061.0,A,22.5,21.67,2.0,0.286,3.0,0.188,0.0,3,S,
127010,4.0,0.0,51.0,F,2.0,1.0,H,3.0,16.0,9.0,26.0,2.0,16.0,10.0,22.0,1453.0,406.0,28.0,24.0,24.0,10.0,,26.0,14.0,56.0,45.0,0.0,31118.0,A,13.0,13.0,2.0,0.7892080790596925,2.0,0.154,0.0,1,U,
103082,6.0,2.0,,F,7.0,1.0,U,,30.0,32.0,187.0,11.0,30.0,5.0,75.0,794.0,348.0,114.0,21.0,21.0,13.0,0.0,35.0,50.0,26.0,79.0,1.0,13377.0,A,25.0,23.33,2.0,0.182,3.0,0.143,,1,R,4.0
